step,energy_eV,temperature_K
994,-812.36218262,182.8031
995,-812.36450195,183.6140
996,-812.27148438,178.9492
997,-812.12939453,173.1205
998,-812.11627197,173.4024
999,-812.27935791,182.5332
1000,-812.48175049,196.8591
1001,-812.58355713,203.2725
1002,-812.51513672,200.4047
1003,-812.35772705,195.2196
1004,-812.30096436,192.9570
1005,-812.40759277,199.7790
1006,-812.48632812,204.6690
1007,-812.32476807,194.9854
1008,-812.03253174,178.1999
1009,-811.89099121,172.3659
1010,-811.99829102,177.8260
1011,-812.20587158,190.0602
1012,-812.28686523,196.1632
1013,-812.16375732,190.8590
1014,-812.02893066,183.4303
1015,-812.10845947,188.9677
1016,-812.30749512,200.5414
1017,-812.38824463,205.5512
1018,-812.23449707,196.7901
1019,-811.98132324,182.7366
1020,-811.87524414,175.2393
1021,-811.97338867,181.8626
1022,-812.07897949,186.6133
1023,-812.02740479,183.7688
1024,-811.88684082,176.1891
1025,-811.85351562,174.8698
1026,-811.99407959,182.6489
1027,-812.15856934,190.9072
1028,-812.21417236,192.9899
1029,-812.15509033,187.7333
1030,-812.04956055,182.4496
1031,-812.01971436,181.2973
1032,-812.10565186,185.0799
1033,-812.18426514,188.6991
1034,-812.16619873,188.9272
1035,-812.13952637,188.0603
1036,-812.17980957,190.8481
1037,-812.26037598,194.9263
1038,-812.33764648,200.3946
1039,-812.37945557,203.9747
1040,-812.35638428,203.6737
1041,-812.25488281,199.1159
1042,-812.14923096,192.2375
1043,-812.13513184,189.6837
1044,-812.14184570,192.4609
1045,-812.10461426,191.6881
1046,-812.01831055,190.5725
1047,-811.96069336,185.6593
1048,-812.00512695,188.6887
1049,-812.14611816,195.8200
1050,-812.31298828,205.1106
1051,-812.38433838,211.5685
1052,-812.30700684,205.4341
1053,-812.21972656,199.0563
1054,-812.29034424,202.3553
1055,-812.39996338,208.4599
1056,-812.36291504,207.6052
1057,-812.22808838,201.1192
1058,-812.16290283,198.7713
1059,-812.22247314,202.3070
1060,-812.35009766,208.9331
1061,-812.44036865,214.0014
1062,-812.38348389,211.6855
1063,-812.21478271,201.4653
1064,-812.12640381,197.4667
1065,-812.15258789,198.1432
1066,-812.11541748,195.9163
1067,-811.96704102,186.8581
1068,-811.85394287,180.4512
1069,-811.86602783,181.7938
1070,-811.98071289,189.6837
1071,-812.14660645,199.3873
1072,-812.28717041,207.4172
1073,-812.35272217,212.4557
1074,-812.41107178,217.1713
1075,-812.45849609,220.3982
1076,-812.44354248,221.1359
1077,-812.35772705,215.3814
1078,-812.21875000,209.2308
1079,-812.07775879,200.3092
1080,-811.98065186,195.3353
1081,-811.92596436,190.6938
1082,-811.88195801,187.5679
1083,-811.86499023,187.0424
1084,-811.95275879,192.9860
1085,-812.09832764,201.2615
1086,-812.16674805,205.9375
1087,-812.13085938,204.2416
1088,-812.09594727,205.2488
1089,-812.10162354,205.8904
1090,-812.10400391,207.0109
1091,-812.03082275,203.5818
1092,-811.88616943,196.5379
1093,-811.78332520,191.1932
1094,-811.83386230,195.2954
1095,-812.01422119,204.3427
1096,-812.16711426,213.6141
1097,-812.13049316,212.9870
1098,-811.98431396,206.0326
1099,-811.95166016,204.7653
1100,-812.07788086,209.6332
1101,-812.14654541,213.6588
1102,-812.00262451,205.0376
1103,-811.74212646,190.3161
1104,-811.60363770,183.3445
1105,-811.69982910,189.4412
1106,-811.91424561,202.0677
1107,-812.02380371,208.1440
1108,-811.94000244,203.3164
1109,-811.84106445,199.2696
1110,-811.98522949,210.1232
1111,-812.28308105,227.3604
1112,-812.38067627,233.3159
1113,-812.18206787,222.7930
1114,-811.92138672,206.8391
1115,-811.81726074,200.8888
1116,-811.86492920,204.1255
1117,-811.94305420,208.7320
1118,-811.89642334,207.4441
1119,-811.70220947,196.9969
1120,-811.56640625,188.0701
1121,-811.71484375,195.8467
1122,-811.96905518,208.5374
1123,-812.01464844,210.6106
1124,-811.84100342,200.5229
1125,-811.69781494,190.8476
1126,-811.75335693,195.4409
1127,-811.95214844,205.9656
1128,-812.09698486,213.4414
1129,-812.06939697,213.2589
1130,-811.92272949,205.2447
1131,-811.87634277,203.4728
1132,-812.04724121,213.6826
1133,-812.22784424,223.0825
1134,-812.17663574,222.4290
1135,-811.97082520,211.6671
1136,-811.86114502,205.0977
1137,-811.90203857,209.1862
1138,-811.95947266,212.6508
1139,-811.95361328,212.9933
1140,-811.88793945,209.0711
1141,-811.82434082,207.2636
1142,-811.83654785,210.1822
1143,-811.94104004,216.3364
1144,-812.01013184,221.0311
1145,-811.98754883,219.5815
1146,-811.96728516,219.5675
1147,-811.97296143,219.9033
1148,-811.98986816,219.9682
1149,-812.02288818,221.4595
1150,-812.05102539,221.0034
1151,-812.04400635,220.6818
1152,-811.99548340,216.9532
1153,-811.95684814,214.2883
1154,-811.93231201,212.0106
1155,-811.92474365,212.6661
1156,-811.92242432,213.1034
1157,-811.87408447,210.0258
1158,-811.79553223,205.0334
1159,-811.77252197,202.1260
1160,-811.85253906,205.8622
1161,-811.95800781,212.3959
1162,-812.01989746,217.6085
1163,-812.05700684,221.7935
1164,-812.07617188,223.1296
1165,-812.10009766,223.5859
1166,-812.18853760,227.3924
1167,-812.25177002,230.1029
1168,-812.16668701,225.2433
1169,-812.02099609,215.8143
1170,-811.96673584,211.4695
1171,-812.00384521,211.7052
1172,-812.03186035,212.6389
1173,-812.01837158,215.1737
1174,-811.98052979,211.4196
1175,-811.94525146,208.9996
1176,-811.97882080,209.8242
1177,-812.09722900,215.9936
1178,-812.16345215,219.7789
1179,-812.07873535,215.5439
1180,-811.95532227,208.4708
1181,-811.90570068,205.1980
1182,-811.92889404,205.4324
1183,-811.96466064,206.4166
1184,-811.96813965,208.3655
1185,-811.97210693,208.1846
1186,-812.01263428,211.0376
1187,-812.10321045,217.0796
1188,-812.18286133,221.4516
1189,-812.16369629,219.8771
1190,-812.07806396,215.7236
1191,-811.99206543,208.3074
1192,-811.93023682,205.0654
1193,-811.86035156,200.4310
1194,-811.78240967,198.8831
1195,-811.75115967,197.7296
1196,-811.79772949,200.9858
1197,-811.86840820,204.7520
1198,-811.91052246,207.6583
1199,-811.93811035,211.1025
1200,-811.98364258,213.6510
1201,-812.06176758,218.3527
1202,-812.12915039,222.4763
1203,-812.10040283,219.9379
1204,-811.95617676,213.1854
1205,-811.81542969,205.8558
1206,-811.81384277,204.2240
1207,-811.87951660,208.6489
1208,-811.86401367,206.7708
1209,-811.76495361,200.7350
1210,-811.71270752,198.0080
1211,-811.81567383,204.2375
1212,-812.00781250,214.0507
1213,-812.12103271,219.4919
1214,-812.09088135,217.6309
1215,-812.00048828,213.1618
1216,-811.99298096,213.3380
1217,-812.09503174,218.5117
1218,-812.16790771,221.8861
1219,-812.07379150,215.4416
1220,-811.87145996,204.2143
1221,-811.74322510,195.3717
1222,-811.77557373,196.5951
1223,-811.88043213,203.3259
1224,-811.91955566,205.6401
1225,-811.85247803,203.3132
1226,-811.79156494,198.9168
1227,-811.84112549,201.9270
1228,-811.95678711,210.3661
1229,-812.00225830,210.9677
1230,-811.94543457,208.0577
1231,-811.82745361,200.2001
1232,-811.74670410,195.0523
1233,-811.80981445,200.4332
1234,-811.96655273,212.1071
1235,-812.04254150,217.6208
1236,-811.99334717,214.5132
1237,-811.94885254,210.7586
1238,-812.00573730,216.4304
1239,-812.08966064,222.7398
1240,-812.08740234,222.1816
1241,-811.98547363,216.7248
1242,-811.81573486,207.5603
1243,-811.66119385,198.1437
1244,-811.63916016,197.6804
1245,-811.70422363,202.3901
1246,-811.68762207,201.5574
1247,-811.62304688,199.2463
1248,-811.64929199,201.7948
1249,-811.78302002,208.7549
1250,-811.91638184,216.6397
1251,-811.97906494,220.3651
1252,-811.92578125,218.4080
1253,-811.76672363,209.6973
1254,-811.64410400,202.8572
1255,-811.67559814,205.4748
1256,-811.74072266,210.5337
1257,-811.67126465,206.8706
1258,-811.50573730,197.5333
1259,-811.43835449,193.7627
1260,-811.53161621,199.8413
1261,-811.69226074,211.4698
1262,-811.77947998,214.6637
1263,-811.73791504,211.9907
1264,-811.64154053,206.0949
1265,-811.65185547,207.1499
1266,-811.79699707,215.6775
1267,-811.88940430,221.0016
1268,-811.75061035,215.9649
1269,-811.51202393,201.4238
1270,-811.41772461,196.6367
1271,-811.47875977,198.9585
1272,-811.55529785,203.6450
1273,-811.55975342,204.6176
1274,-811.52758789,203.3258
1275,-811.55725098,207.0356
1276,-811.71484375,215.6273
1277,-811.91125488,227.8103
1278,-811.96905518,232.0801
1279,-811.84405518,224.4262
1280,-811.72863770,216.8721
1281,-811.74353027,217.4038
1282,-811.77423096,217.5099
1283,-811.71533203,213.6907
1284,-811.63543701,207.7246
1285,-811.61877441,206.6318
1286,-811.66906738,208.8251
1287,-811.75622559,213.8754
1288,-811.87072754,220.3581
1289,-811.93902588,225.1978
1290,-811.91546631,226.3857
1291,-811.88092041,225.4466
1292,-811.87756348,226.4327
1293,-811.84222412,225.0995
1294,-811.79431152,220.7909
1295,-811.79956055,219.2405
1296,-811.83288574,221.1425
1297,-811.83532715,222.6439
1298,-811.83459473,225.0414
1299,-811.91430664,231.0795
1300,-812.01220703,236.0343
1301,-811.95977783,233.4819
1302,-811.75006104,223.4949
1303,-811.57141113,211.4344
1304,-811.53759766,210.1747
1305,-811.60064697,214.6979
1306,-811.63385010,218.1939
1307,-811.55072021,211.4667
1308,-811.47003174,205.6976
1309,-811.56567383,212.6421
1310,-811.78424072,223.9748
1311,-811.89324951,231.3934
1312,-811.78259277,224.1768
1313,-811.58001709,214.1801
1314,-811.49804688,208.6118
1315,-811.59246826,214.1036
1316,-811.67327881,219.6779
1317,-811.54956055,210.5460
1318,-811.32244873,198.7804
1319,-811.28369141,196.6105
1320,-811.48596191,207.2996
1321,-811.67742920,219.2264
1322,-811.66741943,220.4516
1323,-811.51556396,212.9562
1324,-811.42047119,205.1571
1325,-811.49505615,209.9825
1326,-811.63989258,217.8318
1327,-811.62170410,220.6742
1328,-811.41253662,211.2965
1329,-811.28509521,208.0276
1330,-811.41918945,214.3297
1331,-811.60583496,223.4380
1332,-811.59832764,225.0950
1333,-811.47991943,220.0124
1334,-811.49792480,221.4610
1335,-811.63323975,230.8056
1336,-811.76452637,238.1257
1337,-811.80371094,240.2668
1338,-811.68615723,234.5124
1339,-811.55523682,226.2900
1340,-811.57867432,226.5423
1341,-811.64868164,228.9974
1342,-811.55841064,222.5143
1343,-811.35742188,209.5376
1344,-811.34350586,209.9736
1345,-811.57177734,223.0439
1346,-811.72613525,230.4957
1347,-811.62591553,226.5612
1348,-811.48583984,218.4602
1349,-811.49389648,220.3336
1350,-811.62927246,227.1717
1351,-811.73461914,233.4570
1352,-811.64141846,227.9408
1353,-811.42700195,216.2373
1354,-811.35351562,212.8653
1355,-811.53070068,223.0673
1356,-811.75848389,235.0074
1357,-811.72534180,234.1923
1358,-811.50933838,220.6318
1359,-811.49664307,221.0000
1360,-811.72943115,233.8573
1361,-811.92810059,247.5129
1362,-811.87054443,242.7976
1363,-811.63366699,228.4265
1364,-811.51062012,219.8155
1365,-811.65344238,229.3424
1366,-811.87866211,241.8900
1367,-811.89721680,242.8965
1368,-811.65362549,229.1571
1369,-811.46759033,218.5813
1370,-811.61669922,226.7664
1371,-811.88903809,243.0210
1372,-811.90667725,244.6475
1373,-811.70410156,234.2016
1374,-811.54595947,226.5798
1375,-811.59429932,227.7366
1376,-811.76977539,240.8573
1377,-811.88647461,248.3629
1378,-811.86755371,247.6038
1379,-811.82244873,244.3265
1380,-811.85583496,243.2521
1381,-811.95257568,248.6386
1382,-811.97631836,245.7686
1383,-811.86993408,239.4947
1384,-811.74761963,232.7234
1385,-811.69201660,229.7961
1386,-811.67187500,228.6953
1387,-811.62664795,226.2144
1388,-811.59973145,226.1774
1389,-811.67633057,231.9648
1390,-811.79589844,239.2418
1391,-811.80816650,238.1391
1392,-811.77044678,238.1456
1393,-811.84228516,242.8245
1394,-812.00201416,252.3665
1395,-812.10107422,259.7452
1396,-812.03161621,254.6879
1397,-811.83612061,244.5131
1398,-811.69793701,237.5459
1399,-811.76123047,240.6900
1400,-811.92547607,249.1429
1401,-811.87341309,245.7304
1402,-811.53991699,228.4483
1403,-811.33471680,216.8426
1404,-811.51202393,226.5607
1405,-811.79418945,243.1984
1406,-811.83367920,245.2116
1407,-811.60284424,232.3946
1408,-811.38800049,221.4916
1409,-811.48803711,227.7519
1410,-811.81805420,247.4309
1411,-811.98718262,255.2034
1412,-811.79254150,244.9776
1413,-811.44787598,226.1227
1414,-811.39715576,223.3691
1415,-811.69708252,241.3188
1416,-811.94342041,254.1270
1417,-811.87152100,250.7823
1418,-811.62628174,238.2180
1419,-811.54437256,234.8818
1420,-811.72375488,245.5562
1421,-811.90509033,252.5491
1422,-811.84875488,249.2115
1423,-811.61779785,235.3713
1424,-811.44293213,224.8066
1425,-811.50634766,227.0490
1426,-811.76916504,241.5603
1427,-811.91046143,252.1173
1428,-811.82116699,248.4647
1429,-811.71270752,243.2833
1430,-811.75244141,245.9518
1431,-811.85144043,250.8942
1432,-811.82940674,250.2637
1433,-811.66168213,241.2179
1434,-811.47241211,229.0031
1435,-811.34448242,221.7198
1436,-811.35314941,223.4820
1437,-811.48748779,231.9676
1438,-811.56951904,236.4492
1439,-811.55230713,235.9898
1440,-811.56829834,237.1449
1441,-811.64178467,240.1812
1442,-811.68304443,243.6194
1443,-811.69708252,245.3768
1444,-811.70355225,247.1883
1445,-811.64611816,244.1404
1446,-811.48291016,234.0327
1447,-811.35235596,226.5024
1448,-811.36486816,226.3202
1449,-811.41375732,229.3369
1450,-811.42889404,231.4135
1451,-811.41302490,229.7482
1452,-811.39526367,232.2425
1453,-811.45959473,234.5876
1454,-811.64843750,245.7866
1455,-811.81280518,254.8585
1456,-811.83789062,256.7698
1457,-811.71166992,250.1158
1458,-811.56018066,243.4023
1459,-811.54803467,240.3038
1460,-811.58770752,242.7427
1461,-811.49053955,238.3031
1462,-811.29022217,226.3831
1463,-811.15374756,217.8750
1464,-811.20898438,221.2913
1465,-811.38946533,231.5018
1466,-811.54223633,239.5630
1467,-811.56494141,239.4527
1468,-811.47723389,235.4555
1469,-811.42156982,232.3650
1470,-811.52380371,237.1386
1471,-811.63049316,244.6942
1472,-811.56024170,237.2528
1473,-811.37658691,227.7104
1474,-811.24420166,221.7012
1475,-811.21331787,218.6085
1476,-811.25244141,222.1951
1477,-811.27661133,221.5557
1478,-811.22772217,217.0229
1479,-811.10351562,211.1534
1480,-811.01770020,206.5727
1481,-811.10754395,211.2937
1482,-811.27246094,221.1975
1483,-811.31677246,222.3935
1484,-811.27380371,221.2761
1485,-811.27197266,220.6217
1486,-811.34167480,224.4125
1487,-811.44378662,230.2170
1488,-811.50524902,234.9692
1489,-811.46801758,231.9365
1490,-811.33398438,223.3159
1491,-811.20721436,215.1783
1492,-811.19470215,213.4777
1493,-811.23809814,215.7357
1494,-811.21252441,212.1064
1495,-811.15917969,211.2402
1496,-811.17669678,212.3231
1497,-811.28454590,218.6857
1498,-811.41430664,225.9344
1499,-811.48321533,232.6064
1500,-811.47186279,232.6908
1501,-811.38739014,227.7853
1502,-811.29858398,221.3645
1503,-811.27880859,220.9885
1504,-811.28533936,220.0203
1505,-811.23699951,218.6111
1506,-811.18444824,214.6893
1507,-811.22717285,216.8663
1508,-811.34497070,224.2987
1509,-811.43072510,228.3876
1510,-811.46264648,230.7393
1511,-811.47912598,233.6921
1512,-811.48553467,232.6615
1513,-811.48461914,232.3103
1514,-811.50598145,232.7199
1515,-811.53308105,235.3039
1516,-811.52929688,235.6937
1517,-811.54388428,237.4775
1518,-811.63439941,241.8664
1519,-811.70501709,245.1714
1520,-811.72253418,246.6834
1521,-811.73223877,247.7403
1522,-811.73809814,248.4835
1523,-811.67065430,247.4707
1524,-811.53497314,238.1711
1525,-811.43273926,231.4021
1526,-811.40216064,228.5148
1527,-811.41198730,231.3120
1528,-811.44592285,235.3140
1529,-811.46783447,236.2624
1530,-811.44476318,235.8616
1531,-811.45355225,234.5236
1532,-811.50970459,236.7155
1533,-811.50726318,238.6483
1534,-811.42431641,232.6678
1535,-811.33892822,226.4103
1536,-811.30004883,224.4679
1537,-811.31127930,224.9644
1538,-811.34930420,225.4285
1539,-811.41973877,229.4287
1540,-811.51110840,237.7442
1541,-811.58966064,243.9210
1542,-811.66705322,248.2930
1543,-811.71514893,250.5203
1544,-811.71527100,251.4871
1545,-811.69128418,248.9184
1546,-811.65386963,245.9432
1547,-811.60229492,243.0941
1548,-811.55059814,239.1799
1549,-811.48632812,236.2653
1550,-811.44549561,233.3843
1551,-811.44525146,234.6914
1552,-811.44549561,235.6179
1553,-811.44940186,235.6651
1554,-811.51934814,239.9210
1555,-811.63189697,245.4662
1556,-811.71258545,249.4772
1557,-811.69757080,250.0486
1558,-811.61511230,246.6177
1559,-811.55938721,243.7540
1560,-811.54388428,242.7914
1561,-811.52630615,241.8200
1562,-811.49365234,239.3953
1563,-811.43524170,236.7312
1564,-811.41821289,235.6955
1565,-811.51251221,240.4080
1566,-811.66235352,247.8558
1567,-811.76885986,255.3169
1568,-811.78576660,257.7651
1569,-811.74688721,257.8747
1570,-811.73266602,253.9720
1571,-811.72680664,252.2775
1572,-811.66595459,250.3982
1573,-811.54589844,241.5357
1574,-811.46954346,238.4501
1575,-811.49542236,239.7991
1576,-811.56164551,244.6400
1577,-811.56658936,245.5284
1578,-811.50604248,243.3670
1579,-811.40057373,238.0204
1580,-811.30364990,234.9204
1581,-811.26080322,229.2696
1582,-811.21105957,228.6772
1583,-811.05950928,222.0209
1584,-810.88970947,211.9513
1585,-810.85418701,211.1030
1586,-810.94989014,218.2134
1587,-811.08197021,228.8118
1588,-811.19482422,235.9885
1589,-811.25769043,240.4678
1590,-811.31805420,246.7867
1591,-811.43377686,252.0989
1592,-811.55639648,258.5010
1593,-811.54211426,257.5324
1594,-811.38006592,245.4549
1595,-811.18225098,234.0795
1596,-811.06512451,226.9850
1597,-811.06195068,226.0071
1598,-811.12432861,229.7382
1599,-811.18890381,234.9008
1600,-811.22607422,237.2128
1601,-811.27661133,239.3397
1602,-811.44268799,250.8827
1603,-811.69036865,263.0357
1604,-811.82055664,270.8610
1605,-811.67956543,264.2197
1606,-811.41760254,249.0784
1607,-811.28094482,241.7212
1608,-811.29174805,240.7621
1609,-811.29913330,240.0572
1610,-811.17193604,229.8434
1611,-810.95007324,218.9322
1612,-810.86431885,213.1463
1613,-811.05743408,224.9957
1614,-811.36950684,242.4730
1615,-811.46148682,248.2292
1616,-811.27441406,238.6000
1617,-811.15820312,233.4804
1618,-811.31872559,239.9409
1619,-811.55718994,252.5844
1620,-811.57196045,255.0957
1621,-811.32604980,241.0476
1622,-811.08563232,227.1724
1623,-811.11218262,230.3600
1624,-811.31250000,242.8398
1625,-811.38018799,245.7734
1626,-811.18524170,234.2818
1627,-810.92846680,219.1550
1628,-810.93762207,220.3008
1629,-811.18884277,236.0384
1630,-811.32867432,244.9659
1631,-811.15386963,236.6374
1632,-810.90802002,223.2388
1633,-810.92395020,226.2238
1634,-811.16632080,241.8938
1635,-811.31079102,250.2244
1636,-811.20428467,244.5355
1637,-810.99041748,231.8464
1638,-810.91131592,227.2284
1639,-811.05126953,232.8634
1640,-811.20251465,243.5047
1641,-811.12115479,240.5094
1642,-810.93310547,230.7132
1643,-810.95214844,231.3773
1644,-811.16107178,242.8099
1645,-811.28887939,250.8035
1646,-811.28808594,251.3527
1647,-811.31762695,252.9357
1648,-811.42669678,259.1563
1649,-811.54852295,265.3277
1650,-811.62835693,269.7377
1651,-811.58233643,268.8812
1652,-811.43041992,258.5511
1653,-811.38110352,254.1129
1654,-811.43634033,258.6075
1655,-811.36120605,255.2507
1656,-811.16619873,246.4026
1657,-811.09020996,240.9474
1658,-811.18884277,245.9932
1659,-811.27319336,251.9718
1660,-811.21215820,251.3325
1661,-811.07336426,241.9966
1662,-811.01928711,238.9304
1663,-811.10186768,244.1490
1664,-811.21038818,249.3628
1665,-811.16680908,244.1924
1666,-810.96691895,233.8346
1667,-810.84661865,227.1150
1668,-810.93286133,233.1593
1669,-811.08929443,243.5828
1670,-811.12243652,246.3487
1671,-811.01495361,241.0454
1672,-810.96386719,238.4053
1673,-811.05749512,244.8581
1674,-811.17657471,250.7428
1675,-811.20428467,252.4646
1676,-811.16094971,250.6442
1677,-811.13928223,249.5069
1678,-811.17626953,254.1981
1679,-811.29650879,261.8560
1680,-811.48358154,271.6432
1681,-811.61541748,280.4554
1682,-811.59826660,280.2836
1683,-811.50396729,275.1956
1684,-811.43457031,269.4446
1685,-811.38269043,265.0168
1686,-811.30987549,262.8571
1687,-811.19799805,254.8032
1688,-811.02368164,243.2127
1689,-810.84942627,233.3855
1690,-810.84082031,232.7492
1691,-811.02844238,242.7103
1692,-811.23187256,255.2815
1693,-811.27380371,256.7119
1694,-811.21850586,253.6693
1695,-811.28356934,261.2382
1696,-811.44604492,268.9200
1697,-811.56097412,274.7785
1698,-811.50543213,272.4631
1699,-811.25701904,259.2346
1700,-811.02166748,245.1877
1701,-811.00659180,245.3825
1702,-811.17584229,255.3714
1703,-811.31451416,262.5875
1704,-811.26214600,257.4242
1705,-811.15557861,248.4901
1706,-811.24188232,253.6899
1707,-811.45153809,267.4229
1708,-811.55279541,273.6258
1709,-811.45428467,268.9176
1710,-811.26861572,258.9122
1711,-811.14776611,250.8104
1712,-811.12689209,249.3862
1713,-811.14343262,251.0859
1714,-811.10424805,246.2117
1715,-810.98901367,238.5190
1716,-810.93750000,236.3903
1717,-811.03662109,242.1172
1718,-811.14837646,245.1132
1719,-811.17022705,245.9213
1720,-811.17657471,244.4566
1721,-811.19311523,245.8480
1722,-811.15258789,243.1644
1723,-811.05950928,236.3971
1724,-811.07977295,237.5300
1725,-811.22271729,245.7439
1726,-811.32452393,251.8343
1727,-811.32025146,250.9402
1728,-811.32928467,251.6120
1729,-811.44012451,257.8111
1730,-811.61022949,268.0500
1731,-811.72906494,276.3156
1732,-811.67224121,272.7637
1733,-811.43109131,258.0606
1734,-811.19799805,245.1712
1735,-811.17816162,243.4842
1736,-811.25006104,247.0666
1737,-811.17034912,242.4923
1738,-810.95446777,229.6480
1739,-810.87408447,225.2971
1740,-811.08392334,237.7700
1741,-811.42059326,257.7373
1742,-811.59423828,268.1296
1743,-811.51763916,264.7900
1744,-811.35156250,255.5107
1745,-811.29565430,250.2640
1746,-811.36303711,252.9881
1747,-811.35748291,250.9980
1748,-811.16046143,239.6123
1749,-810.88085938,223.0825
1750,-810.79766846,218.5076
1751,-810.99957275,231.0534
1752,-811.23974609,246.1266
1753,-811.29705811,250.7498
1754,-811.26165771,249.7705
1755,-811.30841064,251.8654
1756,-811.42303467,256.8483
1757,-811.47369385,258.4374
1758,-811.40393066,253.1374
1759,-811.23797607,241.1402
1760,-811.04663086,228.8062
1761,-810.95996094,222.2160
1762,-811.02838135,227.2652
1763,-811.14007568,234.6784
1764,-811.21563721,238.5335
1765,-811.30853271,245.2887
1766,-811.37493896,249.2923
1767,-811.33862305,249.3103
1768,-811.29083252,247.3185
1769,-811.32122803,248.6885
1770,-811.32556152,250.2003
1771,-811.21789551,244.1722
1772,-811.11621094,238.8066
1773,-811.16857910,245.1859
1774,-811.35992432,257.8186
1775,-811.59613037,271.9865
1776,-811.73748779,280.2316
1777,-811.68243408,277.6410
1778,-811.52770996,268.9202
1779,-811.48223877,269.0532
1780,-811.53894043,270.9572
1781,-811.47851562,267.5323
1782,-811.18719482,249.7913
1783,-810.88555908,233.8017
1784,-810.83715820,230.8770
1785,-811.01184082,241.1076
1786,-811.12927246,249.5919
1787,-811.06463623,246.7242
1788,-810.94287109,242.2322
1789,-810.93286133,239.9684
1790,-811.09033203,251.8979
1791,-811.26794434,263.0706
1792,-811.24462891,262.4745
1793,-811.01391602,250.6051
1794,-810.85137939,239.5382
1795,-810.94238281,244.4641
1796,-811.09606934,254.5268
1797,-811.09295654,254.7870
1798,-811.01928711,250.5136
1799,-811.02850342,251.5314
1800,-811.15106201,257.6867
1801,-811.31616211,268.2205
1802,-811.41040039,273.8629
1803,-811.33990479,270.6892
1804,-811.13055420,258.9717
1805,-810.93890381,244.5633
1806,-810.86364746,238.2083
1807,-810.82507324,234.7960
1808,-810.73937988,229.0001
1809,-810.65692139,224.5398
1810,-810.63781738,223.4792
1811,-810.69073486,226.5072
1812,-810.82232666,233.2133
1813,-811.02130127,245.0686
1814,-811.19415283,255.4806
1815,-811.22174072,259.7785
1816,-811.16101074,257.7227
1817,-811.17706299,255.2641
1818,-811.28302002,261.1629
1819,-811.32775879,267.0371
1820,-811.29797363,266.3439
1821,-811.26293945,263.4781
1822,-811.25561523,261.9996
1823,-811.30291748,265.9992
1824,-811.45343018,274.6845
1825,-811.60595703,284.8114
1826,-811.59643555,284.4345
1827,-811.45373535,277.1266
1828,-811.37420654,271.5741
1829,-811.38018799,271.1408
1830,-811.35180664,270.6575
1831,-811.27398682,265.5206
1832,-811.20690918,261.1924
1833,-811.13848877,259.9278
1834,-811.07781982,257.7644
1835,-811.09594727,257.6489
1836,-811.17114258,261.0724
1837,-811.16967773,260.0814
1838,-811.06890869,255.5573
1839,-810.99066162,250.0803
1840,-811.00549316,251.7726
1841,-811.09619141,256.3695
1842,-811.23205566,265.0185
1843,-811.33251953,272.9892
1844,-811.31329346,275.0288
1845,-811.24713135,274.1827
1846,-811.33300781,281.5271
1847,-811.54968262,295.6510
1848,-811.60882568,298.7784
1849,-811.41809082,289.3416
1850,-811.17364502,273.6213
1851,-811.06451416,268.2264
1852,-811.13226318,269.2975
1853,-811.25347900,274.9250
1854,-811.23046875,274.6115
1855,-811.00555420,263.7353
1856,-810.86016846,259.6199
1857,-811.02966309,270.3551
1858,-811.30798340,285.5556
1859,-811.33343506,288.9332
1860,-811.08770752,273.3961
1861,-810.86895752,260.9570
1862,-810.90051270,261.8223
1863,-811.13281250,275.0907
1864,-811.27886963,282.1952
1865,-811.13494873,273.2787
1866,-810.85083008,259.0759
1867,-810.76898193,255.6206
1868,-810.94360352,265.7444
1869,-811.07049561,273.5349
1870,-810.91955566,265.8198
1871,-810.61572266,249.2827
1872,-810.46441650,241.9418
1873,-810.59844971,250.6558
1874,-810.84057617,266.1302
1875,-810.92852783,271.5570
1876,-810.83581543,266.6136
1877,-810.75109863,262.5177
1878,-810.83026123,267.6591
1879,-811.03759766,280.7296
1880,-811.14141846,288.8585
1881,-811.02734375,280.9090
1882,-810.84124756,270.5888
1883,-810.73620605,264.7063
1884,-810.73803711,264.9659
1885,-810.77770996,267.6619
1886,-810.79760742,268.2600
1887,-810.78540039,267.0429
1888,-810.78216553,266.0818
1889,-810.87567139,274.0946
1890,-811.07830811,285.4863
1891,-811.26989746,298.1021
1892,-811.35906982,302.9661
1893,-811.32189941,302.7431
1894,-811.18951416,293.5244
1895,-811.01635742,283.4421
1896,-810.85809326,274.1017
1897,-810.73571777,266.9372
1898,-810.57916260,255.8151
1899,-810.37695312,244.5869
1900,-810.25653076,238.5135
1901,-810.39068604,243.9164
1902,-810.73730469,266.0319
1903,-811.02630615,284.3645
1904,-811.11932373,289.1225
1905,-811.10748291,286.6131
1906,-811.14044189,290.6289
1907,-811.19903564,294.6100
1908,-811.19128418,292.6407
1909,-811.09716797,287.5646
1910,-810.94219971,280.3884
1911,-810.78485107,271.8719
1912,-810.80230713,272.4463
1913,-810.96490479,280.8442
1914,-811.08361816,288.8797
1915,-811.12872314,292.1423
1916,-811.13562012,292.4961
1917,-811.12872314,295.0495
1918,-811.08697510,293.5970
1919,-811.03063965,291.9560
1920,-810.93841553,286.3452
1921,-810.72741699,275.4625
1922,-810.46148682,261.1654
1923,-810.33215332,251.8219
1924,-810.38067627,255.0601
1925,-810.47247314,260.4724
