material_id,xrd_mean_intensity,xrd_std_intensity,xrd_skew_intensity,xrd_kurt_intensity,peak_0_tt,peak_0_int,peak_1_tt,peak_1_int,peak_2_tt,peak_2_int,peak_3_tt,peak_3_int,peak_4_tt,peak_4_int,peak_5_tt,peak_5_int,peak_6_tt,peak_6_int,peak_7_tt,peak_7_int,peak_8_tt,peak_8_int,peak_9_tt,peak_9_int
mp-559232,0.04026345058285058,0.12195043826516642,5.77608683711546,40.1453007653942,42.60398252550616,0.07243354896085556,25.435500938542738,0.09387966767876633,16.07427429124745,0.12915391502271872,39.910975140059385,0.17926096668784175,32.64877500390354,0.23956219179262184,31.104683231905952,0.27747700268584247,35.522565203170515,0.2849262559289841,21.38111360995324,0.3662007323302295,19.8567263018983,0.42317030077813156,21.124918672828482,1.0
mp-1228613,0.011874960880917987,0.0586751423446644,15.763721710651927,264.30458821114394,21.121679748527903,0.04171516928445609,34.129590030309984,0.043134634529027674,32.663272852937894,0.05052050189562276,21.55724254662348,0.056899845588374076,23.456516505400504,0.08698891527363324,20.87529275551991,0.08762218772532361,21.894820272199365,0.110279274574382,14.324151336467253,0.1209465192515026,24.66951041127437,0.12721207408011884,7.148073204927168,1.0
mp-644226,0.09114068179679129,0.15008828818644054,3.1023355683325105,11.202363525541303,29.987440929736795,0.38409218255320077,36.040871999123446,0.4605140593515988,24.728288962504713,0.48979937668513523,32.66903654927729,0.4904772704480751,28.297353411699355,0.5196529219877443,40.51816898377493,0.5493548498630556,22.18808858351688,0.6017727739108516,20.295211569242856,0.6561695704354668,31.446231297815054,0.6964991669801927,16.92251796071976,1.0
mp-1079801,0.12327773750036489,0.23765384033520204,2.869237862110308,9.01541845598251,49.10180626591568,0.012509609448191426,48.857275373351726,0.014715407913411149,23.407267210038203,0.03300687670095574,23.86741098336909,0.04409605667219811,61.28419249304024,0.15253188964604475,47.86984882726741,0.1700235924518779,65.72920633930259,0.24270083778795737,74.43769521111277,0.25964471475797885,42.24875487740053,0.5014215479968768,38.01769154091331,1.0
mp-1049181,0.015860461491901328,0.055241934088316,10.92975886572357,166.31536479671715,21.641840106543025,0.20315265608637215,21.630264895317126,0.20317432436948984,26.96074812970077,0.23422638132900395,24.721135703189738,0.2664765747850236,24.702007871561506,0.2667444309811035,20.554715362290246,0.2965252856913798,20.67560949505039,0.3132541454552213,20.85029167590459,0.3967715408342488,20.82705520966105,0.3976830726004317,13.386777775352044,1.0
mp-1202876,0.06524294440424054,0.13217213855725127,4.288054712975075,21.317660109041494,41.11082562057825,0.35789293154507473,33.627349328422156,0.35865311632744706,28.907117585153568,0.46490491385526206,41.45153509062771,0.475054401247197,32.80642146208114,0.5217368733270307,34.567647593775966,0.5611030054948846,34.5047513221443,0.7162888297127163,14.395100142597954,0.7660663400537427,23.41601257742169,0.8148257366951502,17.086120019726792,1.0
mp-1203662,0.021749919271443777,0.08379215495645283,9.441992464631443,100.52271636191753,37.050694238178,0.10036799291582979,24.504712191209205,0.1087524520359756,31.518104069081947,0.11563974707388003,34.24159025773454,0.15975093639613977,26.00832250342336,0.1769477512476109,34.726586117166214,0.1831427734272593,19.113154865202844,0.3879389093997228,21.088329029824635,0.41276774088915474,18.281706614551762,0.9347696773034435,19.399552081515235,1.0
mp-1203827,0.006808677929360385,0.05410237613055557,17.060106418802576,298.06132161853543,13.31269742328819,0.047795218348658255,13.14040672464082,0.048382886501420475,35.117278216852654,0.05779966724288216,19.917803604306947,0.07672141496846066,19.449664866776164,0.08403674204353756,17.762521097686573,0.09394510818490988,14.948597898829512,0.12928386072755538,10.703601289873243,0.9072527769994071,9.921221458743497,0.9575759276464426,9.68975004292733,1.0
mp-1210974,0.030700774872433202,0.1104776694140314,6.002185984183404,39.922444186985864,51.38305284173498,0.10345907875209867,30.338944241963304,0.13130367515782118,20.916306833117957,0.21016736511456863,26.883973333418396,0.221410471298579,16.558345281891906,0.40349257851569403,26.175063707415084,0.5135573317313293,29.252980518449995,0.5754575926155968,25.539065358020043,0.6068741616366828,20.645306029911204,0.6230332716707342,28.013362011712463,1.0
mp-1211655,0.032910538485081436,0.10303096454848769,6.859248901125233,55.55622443118698,16.818670274478265,0.15731645568063254,18.008422794419165,0.22693976530107549,38.224522523229645,0.24350097378355606,30.41679073026939,0.25989250991028146,27.50961400385801,0.2690659462517794,29.143174773978135,0.3399939873354352,23.750984541903204,0.41401065233744816,30.767811897022902,0.46198938656317096,28.61112946335174,0.9259576729342177,30.999263817272283,1.0
mp-1212515,0.025286880311141877,0.09344954565013858,7.3569926024366294,62.026596532012846,26.55994213266847,0.1571294982820201,34.4229136121759,0.16575504200872157,19.236485226619894,0.19458695924670655,21.81019077580403,0.21857442196780263,35.757277767121224,0.23906625971773635,21.27089706470294,0.3381633337483667,28.333584512536127,0.5025082281203324,20.657483911789214,0.5944665902193832,16.210971638326683,0.7653324834641734,26.89117837957572,1.0
mp-23733,0.04385913836403096,0.10837180379302395,5.274639380664719,36.56655227667624,34.30549068918621,0.23895154499368,16.95952170520902,0.2581639661619903,45.79961528344978,0.2622004647453442,39.15806391731989,0.2681431674978536,38.37344319893357,0.28363059428476495,39.92914381883949,0.31329915379271256,35.18548699285192,0.35826553856529886,23.834932160615924,0.5303769390689517,16.90731262724599,0.5734157724419503,24.766580110144282,1.0
mp-24332,0.015161094241738803,0.06478410680301463,11.64279103195479,166.78707262166228,40.1250941997236,0.09985636364473853,41.323061407591744,0.10435783836492854,32.52530024792039,0.12906801221729436,19.994151139522025,0.1507332432711496,14.576664301216331,0.16723807592917925,19.262743818075936,0.17591264277729446,14.894428064775942,0.23311301282068203,25.20153435265471,0.2637235611726741,29.733778543005634,0.3181315959314969,26.40195936711198,1.0
mp-504588,0.042216234302142885,0.09899737308878287,6.024349776177357,45.881268054950525,24.001738860901852,0.14274061624142645,57.2959768836321,0.17787265290800483,37.48379942583536,0.18577562187289273,51.586176293437674,0.20362995663191835,35.115570217410784,0.3810244223082751,14.709017100084392,0.4025925166839619,30.401648323842895,0.4308289218143065,23.607543218518444,0.5556455344333768,17.350493833458195,0.5916354972136386,29.460827197818542,1.0
mp-555000,0.005571304771524228,0.05192267062678744,17.556221158483744,313.35352648184454,19.274444112077447,0.04294918759147409,24.15429260351052,0.04364509069658468,17.62701395226946,0.045328299697361116,34.21517999786514,0.05473466511150675,25.55412060682306,0.05987092196746167,25.704013945044217,0.06443824619110691,14.818455490836959,0.0954627529587124,10.616677260817118,0.8608299710164192,9.837285910629083,0.9229226096564466,9.603080405832417,1.0
mp-557581,0.007246778822669201,0.054332350254441004,17.09675123347338,300.8425048988554,21.25392285681205,0.051412094419898094,13.040056576947919,0.056040311802154755,34.97250068782432,0.07020684825585222,19.767460723232176,0.08656972323750063,19.318533463030487,0.08965312904526666,17.60652145576407,0.1134247484677426,14.877845855724035,0.1401193455673747,10.63100754194439,0.9324378890273447,9.846897881419164,0.9742570546393873,9.624889977226141,1.0
mp-557769,0.017561953763722885,0.0778075729771588,9.603561856298555,108.45023237360208,47.524929140704074,0.1493074061279334,45.19881023689092,0.16286214528020626,43.28248744136507,0.21556298579143854,15.134805583515215,0.2876699677276145,38.000519139713504,0.31350553264641773,35.6418308047884,0.3613499897279027,37.69472451734051,0.3667716740889724,29.688277629325512,0.6249544377264891,14.719075373404458,0.9972240280751123,24.079134923683792,1.0
mp-558250,0.014980330681631461,0.0653370100388521,12.462451210336457,179.19294030396995,35.45666346167928,0.06105308272536916,35.46581192901353,0.06504958771803328,22.860392160920725,0.08172568647744137,28.75295646450026,0.14764693316732025,23.36816950854096,0.15006414507663474,36.24525542417137,0.15071379290733936,18.42854890893195,0.17516320322479229,16.812586936820267,0.17646172036048036,15.377804781903079,0.3706929404808357,13.941237617875668,1.0
mp-601323,0.006841127086947743,0.03904500765294228,20.68147764482658,492.8055807827388,20.40379455756563,0.06933399870350952,17.95941384728346,0.07518308512776678,20.10450044442293,0.07841613393374743,20.733644225354908,0.10908368507790789,24.077491465999145,0.1194352478681488,34.838129335007295,0.1296707153945259,15.081839550509413,0.1312367828764089,28.08373798195733,0.149353410564764,13.216750201693063,0.48827934690950753,14.990149070171007,1.0
mp-643934,0.015538504025840637,0.07398246380445045,11.249971344987891,141.45856663658,18.10856007440953,0.04116290630710331,46.46379284826352,0.04418216953031518,31.785355180021746,0.05781264746785782,36.84163664097795,0.06452886478493575,34.90038268170424,0.07765985608521692,28.777361592712243,0.11305072200577375,19.76983941897871,0.1700996286826566,22.749668846058867,0.22597706373372206,15.739104073461574,0.4241419682557714,14.274807810788356,1.0
mp-696986,0.05809741510318364,0.12324153988676116,4.689949724697574,27.227447473322613,17.157568546128807,0.3073957542938191,29.936871855620716,0.3705421409642019,31.622630121652417,0.41414138721329286,15.1289374639574,0.4696745429662618,26.35899009609607,0.4828499908795147,28.774851331026532,0.49577893984927257,32.59510179056191,0.5298746925557939,29.945772287289376,0.532595699611052,22.180615860084885,0.9421919816758827,23.6260862199503,1.0
mp-698310,0.024585120822882122,0.07828556230428688,8.358932690486085,84.86298818231916,38.13066008789685,0.17615366434401772,36.802502355982284,0.18647443084509166,17.206324561743227,0.19196057647401799,37.215530764260784,0.23480933594770778,11.65961663169876,0.2651953989160409,16.98506945216436,0.3422892610125047,16.037502434323425,0.3615132991392515,23.442182709036086,0.694590057062324,19.000456212202504,0.7133762389041525,17.54528033570308,1.0
