formula,num_atoms,density,a,b,c,alpha,beta,gamma,volume,frac_Si,frac_H,frac_C,frac_S,frac_I,frac_O,avg_coord_num,std_coord_num
SiH24C32S2(IO)2,126,1.7935713136128764,7.986,10.453199999999999,17.9035,81.8214,79.941,89.497,1456.4319690977868,0.015873015873015872,0.38095238095238093,0.5079365079365079,0.031746031746031744,0.031746031746031744,0.031746031746031744,1.873015873015873,1.0763262544866468
