feature,importance
frac_O,0.25050429
frac_F,0.08972196
frac_C,0.059690453
frac_N,0.052689802
energy_per_atom,0.027223676
peak_2_int,0.027139314
band_gap,0.023733318
frac_Cl,0.023132684
xrd_skew_intensity,0.020126434
frac_H,0.019884879
