time_fs,avg_displacement_A,rms_displacement_A,com_drift_A,bbox_volume_A3
1364.0,0.3211132139731798,0.3846022609729167,0.05205974607751768,1482.6213926301775
1365.0,0.32088096681803174,0.3843963158579514,0.053039987509110334,1481.3432054713694
1366.0,0.32072952063824317,0.38404233794582354,0.05401593390618783,1477.8308294881967
1367.0,0.3207760310869367,0.3837846713812095,0.05520743563182482,1473.4823915805823
1368.0,0.3209783682334177,0.38379305656583124,0.056587380775616966,1469.4349456631953
1369.0,0.32120913593698935,0.3841690657904607,0.058183340072795145,1468.2205852114755
1370.0,0.3213852069349098,0.38495879954858275,0.059928372585611754,1468.096920800305
1371.0,0.32158163846120497,0.3861318006381516,0.06156929253326458,1468.46749858071
1372.0,0.3219446945775144,0.38760382300918156,0.062932181349095,1468.1510014850264
1373.0,0.3225641393811365,0.3891647382867207,0.06384196901487431,1468.7507360447987
1374.0,0.32327563199046444,0.390403797434281,0.06424010321908903,1471.9409467617652
1375.0,0.3239556316272002,0.3910255300375137,0.06422141383506193,1477.427017574742
1376.0,0.32457267658650957,0.39096675727151675,0.06398981732558462,1482.1804922945523
1377.0,0.32500291973254775,0.390240820561349,0.06364798867640455,1488.495954086192
1378.0,0.3252222263044978,0.38909272336339384,0.06336280653434025,1493.9276560527833
1379.0,0.32518089172756004,0.38774340659066153,0.06329203766014999,1496.9612057290665
1380.0,0.32499407955887705,0.3865214281662869,0.06347883955456941,1497.3701466244015
1381.0,0.3249991684328724,0.38588203073173105,0.06387671947239741,1495.2951194885238
1382.0,0.32546231400826287,0.38601119313633386,0.06440692895084603,1492.1847304661806
1383.0,0.3263538698401155,0.38680553706973975,0.06494618877608652,1489.4551133230984
1384.0,0.327437057737862,0.3879248672610776,0.06528709249814067,1487.6434610152348
1385.0,0.32852781664792924,0.3890607450779456,0.0654320234703138,1486.6695022061142
1386.0,0.32955364712110746,0.38999529706956504,0.06561007976298994,1486.362218553837
1387.0,0.33032370548868617,0.39052659557065034,0.06596080137674622,1485.8799436939944
1388.0,0.3306654663917303,0.3905050230447692,0.06644806318134275,1483.914830189708
1389.0,0.3305089397988839,0.38995544247839964,0.0670616271845101,1479.291733389806
1390.0,0.33000517818112746,0.3892538845391956,0.06785159011606819,1471.8893123010582
1391.0,0.32941805722198847,0.38882218925385453,0.06875869623928717,1462.774080723249
1392.0,0.3291065158396764,0.38904110866654323,0.06960939011565914,1460.4811991642691
1393.0,0.3293236299907648,0.39015998257987305,0.07021235618346139,1458.0790549778833
1394.0,0.33001841174061125,0.3919418701612151,0.07043666696373985,1453.6386789075077
1395.0,0.3311066857797026,0.39405309322351595,0.0702930610627457,1447.758420190859
1396.0,0.3324733269606723,0.3961321252602277,0.06981855276681487,1449.9357761943188
1397.0,0.33383987566182544,0.3978019398259664,0.06910607164951603,1453.0105682480032
1398.0,0.33486497357289746,0.39877776805758336,0.06829791654978087,1454.587111599691
1399.0,0.33529160237903477,0.3989128881309335,0.06752996046287602,1455.1035310447705
1400.0,0.33517535631601186,0.3983443069549702,0.06686940440010822,1455.3354680219868
1401.0,0.33480445170135814,0.39745498380787136,0.06631155519151814,1455.727949625878
1402.0,0.33444098991948895,0.3967621217731294,0.06574325805795701,1458.2421152088696
1403.0,0.3342710975577653,0.3965198418366636,0.06504080299803815,1461.70324404238
1404.0,0.3345595950878597,0.3970655155840251,0.06431992677222842,1466.5123863612534
1405.0,0.335367730536141,0.39840605861901607,0.06362750898912774,1472.1505742287081
1406.0,0.3365799689744826,0.40023522606497564,0.06299231437708555,1477.3957291448617
1407.0,0.3382639449997422,0.40216688620020713,0.06247629842784226,1481.0681131191072
1408.0,0.33972255183024125,0.40360444865037937,0.06216198827298073,1482.3587139473352
1409.0,0.3403639448556526,0.40405668485660867,0.06207860852860065,1481.3851519302777
1410.0,0.34022309895810215,0.40346945748918406,0.062158676823624616,1478.6003582828532
1411.0,0.3396740867421952,0.4023117234526366,0.06240753473153936,1475.3763370363201
1412.0,0.3391809747137518,0.4011436687410014,0.06276906973972163,1473.131584949929
1413.0,0.3390199507427682,0.4003290591472936,0.06307500890178741,1474.6428944783956
1414.0,0.33939640885657035,0.4002351683865194,0.06324430052527504,1477.9063552280995
1415.0,0.34045664301245965,0.4011183602397743,0.06343678066330381,1481.8794859759703
1416.0,0.3421613987603345,0.4029279920198832,0.0636275453740999,1485.4106351442838
1417.0,0.3442045215847124,0.4052511905514178,0.06372948084613968,1487.4672264244937
1418.0,0.34609696940782325,0.407433017880671,0.06374607371964469,1492.4454386246234
1419.0,0.3474005542524513,0.4088465854228355,0.06367500839822492,1495.9681113594281
1420.0,0.3480224496824742,0.4092946692563877,0.06356655075768837,1498.0120667797132
1421.0,0.34808863558942943,0.40887567496343613,0.06340062105877786,1498.7245743408484
1422.0,0.3479071829570384,0.4079921613076541,0.06309994892041262,1498.9567210057494
1423.0,0.34774144021346615,0.40703778751149555,0.06251592676042869,1498.9724637834586
1424.0,0.34776301556719297,0.4063877666973283,0.06154451347990375,1499.2006946643353
1425.0,0.3481876469225229,0.4064470000330798,0.06030607802946562,1499.4022800061691
1426.0,0.3490633551499835,0.4073495254673157,0.05903091269513269,1499.609720233925
1427.0,0.3502818553087849,0.40901999061277405,0.057900560132361896,1499.8087249988325
1428.0,0.351499162726508,0.4109542362248254,0.05700496106691089,1499.4625304868412
1429.0,0.35235853011017054,0.41258989633395476,0.05636080912748837,1498.6047297812624
1430.0,0.35262042287909945,0.4134941916796019,0.055960281701855824,1497.1950399666541
