model,R2,MAE,RMSE
LinearRegression,0.36570226727332533,0.4511548818398453,1.7692141130138532
Ridge,0.42863373379631786,0.5538890713314594,1.6791562622840266
Lasso,0.32037043087557915,0.5233078422792566,1.8313440781064625
RandomForest,0.361796881959598,0.4815747106599174,1.7746523005119765
GradientBoosting,0.36985460678187954,0.511775758860255,1.7634136507079812
KNN,0.11145162339148151,1.048183497609868,2.0939887998698117
XGBoost,0.4062581111046244,0.4413352894035762,1.7117197453474886
